,YEAR,TEAM,SEED,ROUND,WAB,BADJ EM,BARTHAG,TALENT,BADJ O,BADJ D,ELITE SOS,WIN%,PPPO,K OFF,AVG HGT
1051,2008,Oral Roberts,13,64,-0.9,9.9,0.763,1.838,102.3,92.4,16.644,74.19355,1.046,105.196,77.204
1052,2008,Oregon,9,64,0.8,16.6,0.852,72.871,117.8,101.2,35.62,58.06452,1.13,112.417,76.175
1053,2008,Pittsburgh,4,32,5.3,20.4,0.902,65.161,116.1,95.7,33.073,73.52941,1.109,111.22,75.961
1054,2008,Portland St.,16,64,-3.4,3.5,0.596,1.355,105.3,101.8,13.96,70.0,1.088,108.842,75.471
1055,2008,Purdue,6,32,3.8,18.5,0.895,66.368,108.7,90.2,28.915,75.0,1.031,104.211,77.694
1056,2008,Saint Joseph's,11,64,-1.2,14.8,0.833,34.745,113.3,98.5,23.976,63.63636,1.112,112.039,78.503
1057,2008,Saint Mary's,10,64,1.2,15.5,0.856,18.126,108.2,92.7,17.599,80.0,1.097,109.867,77.097
1058,2008,San Diego,13,32,-3.9,3.9,0.614,3.734,98.6,94.7,20.325,60.60606,0.981,98.9013,75.81
1059,2008,Siena,13,32,-3.8,6.4,0.671,10.689,106.4,100.0,13.952,68.75,1.09,108.872,75.72
1060,2008,South Alabama,10,64,-0.3,12.3,0.795,21.566,110.5,98.2,13.287,80.0,1.123,113.078,75.45
1061,2008,Stanford,3,16,6.7,22.9,0.934,64.912,111.5,88.6,33.063,78.78788,1.086,108.798,78.338
1062,2008,Temple,12,64,-1.7,11.8,0.785,21.698,110.6,98.8,22.398,63.63636,1.088,108.934,77.301
1063,2008,Tennessee,2,16,9.2,24.1,0.935,57.614,116.3,92.2,31.749,87.5,1.129,113.093,76.574
1064,2008,Texas,2,8,8.4,25.8,0.942,81.767,120.0,94.2,34.791,81.81818,1.141,113.986,75.941
1065,2008,Texas A&M,9,32,3.1,21.3,0.918,61.214,112.5,91.2,31.167,69.69697,1.075,107.464,78.021
1066,2008,UCLA,1,4,10.8,29.5,0.967,78.469,116.4,86.9,32.362,90.90909,1.129,113.555,77.86
1067,2008,UMBC,15,64,-3.0,3.0,0.578,10.4,111.3,108.3,11.398,74.19355,1.129,113.879,75.216
1068,2008,UNLV,8,32,2.2,14.3,0.836,18.883,108.2,93.9,20.716,78.125,1.055,105.643,76.523
1069,2008,USC,6,64,3.6,18.8,0.9,65.854,108.2,89.4,36.782,65.625,1.035,103.965,77.758
1070,2008,UT Arlington,16,64,-7.0,-2.1,0.44,8.575,99.1,101.2,9.423,60.71429,1.006,100.733,75.415
1071,2008,Vanderbilt,4,64,3.8,14.4,0.83,63.746,111.6,97.2,23.876,78.78788,1.097,110.172,77.422
1072,2008,Villanova,12,16,0.3,12.7,0.809,61.386,107.7,95.0,29.494,62.5,1.053,105.009,77.261
1073,2008,Washington St.,4,16,4.9,22.5,0.926,24.685,114.2,91.7,31.951,75.0,1.114,111.872,77.764
1074,2008,West Virginia,7,16,2.6,20.9,0.913,46.742,113.1,92.2,29.445,69.69697,1.113,111.246,78.073
1075,2008,Western Kentucky,12,16,0.2,13.1,0.814,16.148,108.6,95.5,14.064,80.64516,1.106,110.914,76.545
1076,2008,Winthrop,13,64,-4.2,7.3,0.709,4.133,98.1,90.8,15.705,64.51613,1.014,101.646,76.006
1077,2008,Wisconsin,3,16,8.3,27.3,0.961,82.1,112.2,84.9,28.584,87.87879,1.079,108.495,77.432
1078,2008,Xavier,3,8,4.7,22.9,0.928,13.33,115.2,92.3,23.372,81.81818,1.15,115.214,76.611
