,year,team_1,seed_1,round_1,current_round,team_2,seed_2,round_2,badj_em_1,badj_o_1,badj_d_1,wab_1,barthag_1,talent_1,elite_sos_1,win_percent_1,pppo_1,k_off_1,avg_hgt_1,badj_em_2,badj_o_2,badj_d_2,wab_2,barthag_2,talent_2,elite_sos_2,win_percent_2,pppo_2,k_off_2,avg_hgt_2,winner,badj_em_diff,badj_o_diff,badj_d_diff,wab_diff,barthag_diff,talent_diff,elite_sos_diff,win_percent_diff,pppo_diff,k_off_diff,avg_hgt_diff
773,2010,Old Dominion,11,32,32,Baylor,3,8,17.1,89.5,106.6,0.6,0.882,4.171,20.316,76.47059,1.065,105.817,77.248,22.7,106.6,89.5,5.6,0.921,62.004,33.152,77.41935,1.13,112.779,77.932,0,-5.599999999999998,-17.099999999999994,17.099999999999994,-5.0,-0.039000000000000035,-57.833,-12.836000000000002,-0.9487599999999929,-0.06499999999999995,-6.962000000000003,-0.6839999999999975
774,2010,Saint Mary's,10,16,32,Villanova,2,32,17.9,97.3,115.2,1.9,0.875,22.783,17.876,83.33333,1.167,116.162,77.672,22.9,115.2,97.3,5.5,0.923,89.439,33.157,77.41935,1.138,113.54,76.819,1,-5.0,-17.900000000000006,17.900000000000006,-3.6,-0.04800000000000004,-66.65599999999999,-15.280999999999995,5.913980000000009,0.029000000000000137,2.622,0.8529999999999944
775,2010,Northern Iowa,9,16,16,Michigan St.,5,4,17.5,89.5,107.0,3.7,0.886,12.129,18.366,87.5,1.066,106.921,76.605,19.5,107.0,89.5,3.5,0.901,87.758,28.984,75.0,1.088,108.383,76.501,0,-2.0,-17.5,17.5,0.20000000000000018,-0.015000000000000013,-75.62899999999999,-10.618000000000002,12.5,-0.02200000000000002,-1.461999999999989,0.1039999999999992
776,2010,Tennessee,6,8,16,Ohio St.,2,16,17.2,89.5,106.7,3.9,0.883,51.85,29.253,75.75758,1.042,103.24,78.145,24.7,106.7,89.5,5.7,0.94,77.427,30.606,79.41176,1.136,113.734,77.796,1,-7.5,-17.200000000000003,17.200000000000003,-1.8000000000000003,-0.05699999999999994,-25.577000000000005,-1.3530000000000015,-3.6541799999999967,-0.09399999999999986,-10.494,0.34899999999998954
777,2010,Syracuse,1,16,16,Butler,5,2,26.9,89.8,116.7,7.5,0.953,56.087,28.835,87.5,1.14,114.239,78.177,18.6,116.7,89.8,4.5,0.895,31.589,20.638,87.5,1.083,108.722,76.173,0,8.299999999999997,-26.900000000000006,26.900000000000006,3.0,0.05799999999999994,24.498000000000005,8.197,0.0,0.05699999999999994,5.51700000000001,2.004000000000005
778,2010,Xavier,6,16,16,Kansas St.,2,8,19.6,94.7,114.3,2.8,0.897,54.813,27.451,75.0,1.111,110.624,76.982,25.4,114.3,94.7,6.8,0.946,43.295,35.3,78.125,1.1,109.484,76.713,0,-5.799999999999997,-19.599999999999994,19.599999999999994,-4.0,-0.04899999999999993,11.518,-7.848999999999997,-3.125,0.010999999999999899,1.1400000000000006,0.26900000000000546
779,2010,Kentucky,1,8,16,Cornell,12,16,24.9,89.1,114.0,8.6,0.945,90.246,24.373,94.11765,1.12,111.703,78.675,13.1,114.0,89.1,1.9,0.803,1.23,16.574,86.2069,1.139,113.894,77.273,1,11.799999999999999,-24.900000000000006,24.900000000000006,6.699999999999999,0.1419999999999999,89.01599999999999,7.7989999999999995,7.910749999999993,-0.018999999999999906,-2.1910000000000025,1.402000000000001
780,2010,Washington,11,16,16,West Virginia,2,4,18.0,93.3,111.3,1.2,0.884,80.577,24.044,72.72727,1.089,108.203,75.719,24.3,111.3,93.3,8.0,0.936,69.372,34.312,81.81818,1.124,111.763,78.334,0,-6.300000000000001,-18.0,18.0,-6.8,-0.052000000000000046,11.204999999999998,-10.267999999999997,-9.090909999999994,-0.03500000000000014,-3.5600000000000023,-2.615000000000009
781,2010,Duke,1,1,16,Purdue,4,16,31.1,88.0,119.1,8.4,0.97,88.055,31.735,85.29412,1.155,114.554,78.99,22.5,119.1,88.0,6.6,0.933,73.138,29.198,84.375,1.069,106.707,77.013,1,8.600000000000001,-31.099999999999994,31.099999999999994,1.8000000000000007,0.03699999999999992,14.917000000000002,2.536999999999999,0.9191200000000066,0.08600000000000008,7.847000000000008,1.9769999999999897
782,2010,Baylor,3,8,16,Saint Mary's,10,16,22.7,95.2,117.9,5.6,0.921,62.004,33.152,77.41935,1.13,112.779,77.932,17.9,117.9,95.2,1.9,0.875,22.783,17.876,83.33333,1.167,116.162,77.672,1,4.800000000000001,-22.700000000000003,22.700000000000003,3.6999999999999997,0.04600000000000004,39.221,15.276,-5.913980000000009,-0.037000000000000144,-3.3830000000000098,0.2600000000000051
783,2010,Michigan St.,5,4,8,Tennessee,6,8,19.5,92.1,111.6,3.5,0.901,87.758,28.984,75.0,1.088,108.383,76.501,17.2,111.6,92.1,3.9,0.883,51.85,29.253,75.75758,1.042,103.24,78.145,1,2.3000000000000007,-19.5,19.5,-0.3999999999999999,0.018000000000000016,35.907999999999994,-0.26899999999999835,-0.7575800000000044,0.04600000000000004,5.143000000000001,-1.6439999999999912
784,2010,Butler,5,2,8,Kansas St.,2,8,18.6,90.6,109.2,4.5,0.895,31.589,20.638,87.5,1.083,108.722,76.173,25.4,109.2,90.6,6.8,0.946,43.295,35.3,78.125,1.1,109.484,76.713,1,-6.799999999999997,-18.60000000000001,18.60000000000001,-2.3,-0.050999999999999934,-11.706000000000003,-14.661999999999995,9.375,-0.017000000000000126,-0.7620000000000005,-0.539999999999992
785,2010,Kentucky,1,8,8,West Virginia,2,4,24.9,89.1,114.0,8.6,0.945,90.246,24.373,94.11765,1.12,111.703,78.675,24.3,114.0,89.1,8.0,0.936,69.372,34.312,81.81818,1.124,111.763,78.334,0,0.5999999999999979,-24.900000000000006,24.900000000000006,0.5999999999999996,0.008999999999999897,20.873999999999995,-9.938999999999997,12.29947,-0.0040000000000000036,-0.060000000000002274,0.340999999999994
786,2010,Duke,1,1,8,Baylor,3,8,31.1,88.0,119.1,8.4,0.97,88.055,31.735,85.29412,1.155,114.554,78.99,22.7,119.1,88.0,5.6,0.921,62.004,33.152,77.41935,1.13,112.779,77.932,1,8.400000000000002,-31.099999999999994,31.099999999999994,2.8000000000000007,0.04899999999999993,26.05100000000001,-1.4170000000000016,7.874770000000012,0.025000000000000133,1.7750000000000057,1.0579999999999927
787,2010,Michigan St.,5,4,4,Butler,5,2,19.5,92.1,111.6,3.5,0.901,87.758,28.984,75.0,1.088,108.383,76.501,18.6,111.6,92.1,4.5,0.895,31.589,20.638,87.5,1.083,108.722,76.173,0,0.8999999999999986,-19.5,19.5,-1.0,0.006000000000000005,56.169,8.346,-12.5,0.0050000000000001155,-0.33899999999999864,0.32800000000000296
788,2010,West Virginia,2,4,4,Duke,1,1,24.3,92.4,116.7,8.0,0.936,69.372,34.312,81.81818,1.124,111.763,78.334,31.1,116.7,92.4,8.4,0.97,88.055,31.735,85.29412,1.155,114.554,78.99,0,-6.800000000000001,-24.299999999999997,24.299999999999997,-0.40000000000000036,-0.03399999999999992,-18.683000000000007,2.576999999999998,-3.4759400000000085,-0.030999999999999917,-2.790999999999997,-0.6559999999999917
789,2010,Butler,5,2,2,Duke,1,1,18.6,90.6,109.2,4.5,0.895,31.589,20.638,87.5,1.083,108.722,76.173,31.1,109.2,90.6,8.4,0.97,88.055,31.735,85.29412,1.155,114.554,78.99,0,-12.5,-18.60000000000001,18.60000000000001,-3.9000000000000004,-0.07499999999999996,-56.46600000000001,-11.096999999999998,2.2058799999999934,-0.07200000000000006,-5.832000000000008,-2.816999999999993
790,2009,Louisville,1,8,64,Morehead St.,16,64,25.3,84.6,109.9,8.0,0.953,81.722,31.05,84.84848,1.064,105.801,77.328,-2.3,109.9,84.6,-9.3,0.435,2.346,13.25,53.125,1.03,103.511,75.876,1,27.6,-25.30000000000001,25.30000000000001,17.3,0.518,79.37599999999999,17.8,31.723479999999995,0.03400000000000003,2.2900000000000063,1.4519999999999982
791,2009,Ohio St.,8,64,64,Siena,9,32,16.6,95.1,111.7,3.2,0.864,73.284,32.583,68.75,1.067,107.872,78.312,11.4,111.7,95.1,0.1,0.781,12.159,16.254,78.78788,1.074,107.494,76.619,0,5.200000000000001,-16.60000000000001,16.60000000000001,3.1,0.08299999999999996,61.12500000000001,16.328999999999997,-10.037880000000001,-0.007000000000000117,0.3780000000000001,1.6929999999999978
792,2009,Utah,5,64,64,Arizona,12,16,17.9,92.1,110.0,2.7,0.885,29.961,25.174,75.0,1.08,107.716,78.24,16.5,110.0,92.1,0.8,0.853,80.614,33.867,59.375,1.114,111.384,77.277,0,1.3999999999999986,-17.900000000000006,17.900000000000006,1.9000000000000001,0.03200000000000003,-50.653000000000006,-8.692999999999998,15.625,-0.03400000000000003,-3.6680000000000064,0.9629999999999939
793,2009,Wake Forest,4,64,64,Cleveland St.,13,32,20.2,90.1,110.3,5.1,0.911,81.319,28.789,80.0,1.078,107.856,77.99,10.5,110.3,90.1,-1.4,0.777,14.271,20.688,68.75,1.006,100.705,76.246,0,9.7,-20.200000000000003,20.200000000000003,6.5,0.134,67.048,8.101000000000003,11.25,0.07200000000000006,7.150999999999996,1.7439999999999998
794,2009,West Virginia,6,64,64,Dayton,11,32,24.8,88.9,113.7,3.9,0.944,71.035,35.237,67.64706,1.093,109.806,78.466,9.6,113.7,88.9,1.1,0.759,49.618,18.192,78.78788,1.018,102.337,77.129,0,15.200000000000001,-24.799999999999997,24.799999999999997,2.8,0.18499999999999994,21.416999999999994,17.045,-11.140820000000005,0.07499999999999996,7.468999999999994,1.336999999999989
795,2009,Kansas,3,16,64,North Dakota St.,14,64,23.8,90.6,114.4,5.4,0.936,78.001,30.532,78.125,1.106,110.702,77.107,10.6,114.4,90.6,-0.8,0.759,0.2,12.589,80.0,1.145,114.666,76.848,1,13.200000000000001,-23.80000000000001,23.80000000000001,6.2,0.17700000000000005,77.801,17.942999999999998,-1.875,-0.038999999999999924,-3.9639999999999986,0.25900000000000034
796,2009,Boston College,7,64,64,USC,10,32,13.0,99.3,112.3,0.5,0.805,56.026,26.908,66.66667,1.096,110.121,77.39,17.8,112.3,99.3,2.5,0.888,70.272,35.137,63.63636,1.042,104.566,78.648,0,-4.800000000000001,-13.0,13.0,-2.0,-0.08299999999999996,-14.246000000000002,-8.229,3.030309999999993,0.05400000000000005,5.554999999999993,-1.2579999999999956
797,2009,Michigan St.,2,2,64,Robert Morris,15,64,22.2,89.8,112.0,7.4,0.927,86.671,32.393,81.25,1.079,108.114,77.01,1.7,112.0,89.8,-5.1,0.549,0.2,11.063,70.58824,1.047,104.604,75.827,1,20.5,-22.200000000000003,22.200000000000003,12.5,0.378,86.471,21.33,10.661760000000001,0.03200000000000003,3.510000000000005,1.183000000000007
798,2009,Connecticut,1,4,64,Chattanooga,16,64,27.6,87.1,114.7,8.7,0.96,82.019,32.844,87.09677,1.11,111.344,78.134,-3.5,114.7,87.1,-9.4,0.405,7.512,16.373,50.0,1.041,105.072,76.541,1,31.1,-27.60000000000001,27.60000000000001,18.1,0.5549999999999999,74.507,16.471,37.09677000000001,0.06900000000000017,6.271999999999991,1.5930000000000035
799,2009,BYU,8,64,64,Texas A&M,9,32,21.3,92.5,113.8,2.3,0.916,31.099,22.349,77.41935,1.117,111.601,77.25,14.4,113.8,92.5,1.9,0.833,64.074,27.139,70.96774,1.078,107.478,77.017,0,6.9,-21.299999999999997,21.299999999999997,0.3999999999999999,0.08300000000000007,-32.974999999999994,-4.789999999999999,6.451609999999988,0.038999999999999924,4.123000000000005,0.2330000000000041
800,2009,Purdue,5,16,64,Northern Iowa,12,64,21.8,87.1,108.9,3.9,0.929,71.088,29.523,73.52941,1.045,105.14,76.758,8.8,108.9,87.1,-1.7,0.726,10.427,18.798,68.75,1.075,108.346,76.279,1,13.0,-21.80000000000001,21.80000000000001,5.6,0.20300000000000007,60.660999999999994,10.725000000000001,4.779409999999999,-0.030000000000000027,-3.206000000000003,0.4789999999999992
801,2009,Washington,4,32,64,Mississippi St.,13,64,21.4,90.1,111.5,5.0,0.921,81.01,31.603,75.0,1.078,108.142,75.466,12.0,111.5,90.1,-1.7,0.797,54.918,22.65,64.70588,1.041,104.167,77.317,1,9.399999999999999,-21.400000000000006,21.400000000000006,6.7,0.124,26.092000000000006,8.953000000000003,10.294120000000007,0.037000000000000144,3.9749999999999943,-1.850999999999999
802,2009,Marquette,6,32,64,Utah St.,11,64,21.6,94.8,116.4,3.4,0.914,52.618,29.86,72.72727,1.125,113.189,75.626,14.5,116.4,94.8,2.4,0.825,10.03,13.773,87.87879,1.171,117.558,76.841,1,7.100000000000001,-21.60000000000001,21.60000000000001,1.0,0.08900000000000008,42.588,16.087,-15.15151999999999,-0.04600000000000004,-4.369000000000014,-1.2149999999999892
803,2009,Missouri,3,8,64,Cornell,14,64,24.3,90.2,114.5,6.1,0.94,42.029,27.671,82.35294,1.116,111.229,78.07,5.5,114.5,90.2,-4.8,0.648,0.507,11.397,67.85714,1.087,109.048,77.251,1,18.8,-24.299999999999997,24.299999999999997,10.899999999999999,0.2919999999999999,41.522000000000006,16.274,14.495800000000003,0.029000000000000137,2.1809999999999974,0.8189999999999884
804,2009,California,7,64,64,Maryland,10,32,18.6,97.1,115.7,3.2,0.882,60.144,32.972,68.75,1.115,112.094,77.005,13.3,115.7,97.1,0.1,0.821,71.963,31.613,60.60606,1.026,103.206,77.432,0,5.300000000000001,-18.60000000000001,18.60000000000001,3.1,0.061000000000000054,-11.818999999999996,1.3590000000000018,8.14394,0.08899999999999997,8.887999999999991,-0.4270000000000067
805,2009,Memphis,2,16,64,Cal St. Northridge,15,64,27.6,81.8,109.4,6.9,0.966,77.707,22.225,91.17647,1.086,108.992,78.804,4.7,109.4,81.8,-6.7,0.634,6.747,16.261,55.17241,1.023,101.819,76.332,1,22.900000000000002,-27.60000000000001,27.60000000000001,13.600000000000001,0.33199999999999996,70.96,5.964000000000002,36.004059999999996,0.06300000000000017,7.173000000000002,2.4720000000000084
806,2009,Pittsburgh,1,8,64,East Tennessee St.,16,64,29.4,91.6,121.0,8.6,0.961,58.631,32.564,87.09677,1.159,116.603,76.396,4.0,121.0,91.6,-5.9,0.611,3.021,8.955,68.75,1.067,107.79,76.678,1,25.4,-29.400000000000006,29.400000000000006,14.5,0.35,55.61,23.609,18.346770000000006,0.09200000000000008,8.812999999999988,-0.2819999999999965
807,2009,Oklahoma St.,8,32,64,Tennessee,9,64,18.6,96.3,114.9,2.7,0.884,70.135,33.197,66.66667,1.111,111.321,75.552,17.8,114.9,96.3,1.2,0.876,51.315,31.113,63.63636,1.093,109.2,77.957,1,0.8000000000000007,-18.60000000000001,18.60000000000001,1.5000000000000002,0.008000000000000007,18.820000000000007,2.084000000000003,3.030309999999993,0.018000000000000016,2.120999999999995,-2.404999999999987
808,2009,Florida St.,5,64,64,Wisconsin,12,32,14.4,89.6,104.0,5.0,0.847,81.218,32.5,73.52941,1.002,100.327,78.686,17.9,104.0,89.6,0.3,0.88,78.997,31.289,61.29032,1.077,108.415,77.051,0,-3.4999999999999982,-14.400000000000006,14.400000000000006,4.7,-0.03300000000000003,2.2210000000000036,1.2109999999999985,12.239089999999997,-0.07499999999999996,-8.088000000000008,1.6350000000000051
809,2009,Xavier,4,16,64,Portland St.,13,64,18.9,90.6,109.5,2.8,0.898,31.11,23.091,78.125,1.071,107.589,78.127,4.1,109.5,90.6,-3.9,0.611,6.778,13.308,68.96552,1.083,109.386,75.463,1,14.799999999999999,-18.900000000000006,18.900000000000006,6.699999999999999,0.28700000000000003,24.332,9.783000000000001,9.159480000000002,-0.01200000000000001,-1.796999999999997,2.6640000000000015
810,2009,UCLA,6,32,64,VCU,11,64,26.6,93.3,119.9,4.5,0.947,79.037,29.438,75.75758,1.154,115.929,77.37,12.6,119.9,93.3,-2.3,0.807,31.467,14.657,72.72727,1.077,108.317,76.143,1,14.000000000000002,-26.60000000000001,26.60000000000001,6.8,0.1399999999999999,47.57000000000001,14.780999999999999,3.03031,0.07699999999999996,7.612000000000009,1.2270000000000039
811,2009,Villanova,3,4,64,American,14,64,21.4,91.0,112.4,6.0,0.919,64.785,31.499,78.78788,1.098,110.17,77.216,3.6,112.4,91.0,-2.3,0.601,8.688,11.588,77.41935,1.041,104.872,74.853,1,17.799999999999997,-21.400000000000006,21.400000000000006,8.3,0.31800000000000006,56.096999999999994,19.911,1.368530000000007,0.05700000000000016,5.298000000000002,2.3629999999999995
812,2009,Texas,7,32,64,Minnesota,10,64,19.0,90.8,109.8,2.6,0.899,72.157,32.491,66.66667,1.062,106.538,76.217,15.2,109.8,90.8,1.8,0.855,46.808,29.811,67.74194,1.03,103.143,77.167,1,3.8000000000000007,-19.0,19.0,0.8,0.04400000000000004,25.348999999999997,2.6799999999999997,-1.0752700000000033,0.03200000000000003,3.394999999999996,-0.9500000000000028
813,2009,Duke,2,16,64,Binghamton,15,64,26.2,90.5,116.7,7.8,0.949,93.797,31.839,82.35294,1.118,111.86,77.839,-1.1,116.7,90.5,-4.5,0.469,1.026,8.089,73.33333,1.026,103.334,75.646,1,27.3,-26.200000000000003,26.200000000000003,12.3,0.48,92.771,23.75,9.01961,0.09200000000000008,8.525999999999996,2.192999999999998
814,2009,North Carolina,1,1,64,Radford,16,64,28.7,93.1,121.8,7.7,0.957,92.496,28.827,87.09677,1.177,117.352,77.126,-1.6,121.8,93.1,-6.6,0.454,0.657,11.592,62.06897,1.025,102.444,76.896,1,30.3,-28.700000000000003,28.700000000000003,14.3,0.5029999999999999,91.839,17.235,25.027800000000006,0.15200000000000014,14.908000000000001,0.23000000000000398
815,2009,LSU,8,32,64,Butler,9,64,15.4,95.2,110.6,2.4,0.849,44.729,21.393,78.78788,1.091,108.799,77.882,15.3,110.6,95.2,2.4,0.852,30.264,18.098,83.33333,1.067,106.663,76.231,1,0.09999999999999964,-15.399999999999991,15.399999999999991,0.0,-0.0030000000000000027,14.465,3.2950000000000017,-4.545450000000002,0.02400000000000002,2.13600000000001,1.6510000000000105
816,2009,Illinois,5,64,64,Western Kentucky,12,32,19.0,87.3,106.3,3.8,0.906,52.338,30.507,72.72727,1.021,101.817,77.647,5.9,106.3,87.3,-2.1,0.656,8.322,13.931,74.19355,1.088,109.167,76.444,0,13.1,-19.0,19.0,5.9,0.25,44.016000000000005,16.576,-1.4662799999999976,-0.06700000000000017,-7.3500000000000085,1.203000000000003
817,2009,Gonzaga,4,16,64,Akron,13,64,25.7,88.9,114.6,4.4,0.949,79.37,24.529,83.33333,1.139,114.842,78.527,7.1,114.6,88.9,-5.4,0.698,1.37,14.565,64.70588,1.01,100.99,76.326,1,18.6,-25.69999999999999,25.69999999999999,9.8,0.251,78.0,9.964,18.62745000000001,0.129,13.852000000000004,2.2010000000000076
818,2009,Arizona St.,6,32,64,Temple,11,64,24.3,92.9,117.2,4.8,0.935,46.257,32.67,72.72727,1.13,113.584,76.895,13.5,117.2,92.9,-0.5,0.824,26.439,24.383,66.66667,1.053,105.848,78.488,1,10.8,-24.299999999999997,24.299999999999997,5.3,0.1110000000000001,19.817999999999998,8.287000000000003,6.060600000000008,0.07699999999999996,7.736000000000004,-1.5930000000000035
819,2009,Syracuse,3,16,64,Stephen F. Austin,14,64,22.2,93.5,115.7,5.9,0.921,72.695,35.819,73.52941,1.096,109.274,77.201,5.9,115.7,93.5,-2.5,0.675,0.216,11.765,74.07407,0.979,97.6695,75.144,1,16.299999999999997,-22.200000000000003,22.200000000000003,8.4,0.246,72.479,24.054000000000002,-0.5446600000000075,0.1170000000000001,11.604500000000002,2.056999999999988
820,2009,Clemson,7,64,64,Michigan,10,32,20.9,94.9,115.8,2.7,0.908,56.969,26.706,74.19355,1.117,111.849,76.667,14.7,115.8,94.9,0.9,0.838,59.63,34.356,59.375,1.048,105.636,75.941,0,6.199999999999999,-20.89999999999999,20.89999999999999,1.8000000000000003,0.07000000000000006,-2.6610000000000014,-7.650000000000002,14.818550000000002,0.06899999999999995,6.213000000000008,0.7259999999999991
821,2009,Oklahoma,2,8,64,Morgan St.,15,64,23.6,94.0,117.6,7.4,0.929,73.817,29.932,84.375,1.139,113.677,77.661,0.2,117.6,94.0,-5.8,0.506,0.2,12.038,66.66667,1.011,101.262,75.35,1,23.400000000000002,-23.599999999999994,23.599999999999994,13.2,0.42300000000000004,73.61699999999999,17.894,17.708330000000004,0.1280000000000001,12.415000000000006,2.311000000000007
822,2009,Louisville,1,8,32,Siena,9,32,25.3,84.6,109.9,8.0,0.953,81.722,31.05,84.84848,1.064,105.801,77.328,11.4,109.9,84.6,0.1,0.781,12.159,16.254,78.78788,1.074,107.494,76.619,1,13.9,-25.30000000000001,25.30000000000001,7.9,0.17199999999999993,69.56299999999999,14.796,6.060599999999994,-0.010000000000000009,-1.6929999999999978,0.7090000000000032
823,2009,Arizona,12,16,32,Cleveland St.,13,32,16.5,99.8,116.3,0.8,0.853,80.614,33.867,59.375,1.114,111.384,77.277,10.5,116.3,99.8,-1.4,0.777,14.271,20.688,68.75,1.006,100.705,76.246,1,6.0,-16.5,16.5,2.2,0.07599999999999996,66.343,13.178999999999998,-9.375,0.1080000000000001,10.679000000000002,1.031000000000006
824,2009,Dayton,11,32,32,Kansas,3,16,9.6,91.6,101.2,1.1,0.759,49.618,18.192,78.78788,1.018,102.337,77.129,23.8,101.2,91.6,5.4,0.936,78.001,30.532,78.125,1.106,110.702,77.107,0,-14.200000000000001,-9.600000000000009,9.600000000000009,-4.300000000000001,-0.17700000000000005,-28.383000000000003,-12.34,0.6628800000000012,-0.08800000000000008,-8.364999999999995,0.02200000000000557
825,2009,USC,10,32,32,Michigan St.,2,2,17.8,90.1,107.9,2.5,0.888,70.272,35.137,63.63636,1.042,104.566,78.648,22.2,107.9,90.1,7.4,0.927,86.671,32.393,81.25,1.079,108.114,77.01,0,-4.399999999999999,-17.80000000000001,17.80000000000001,-4.9,-0.039000000000000035,-16.399,2.7439999999999998,-17.613639999999997,-0.03699999999999992,-3.548000000000002,1.637999999999991
826,2009,Connecticut,1,4,32,Texas A&M,9,32,27.6,87.1,114.7,8.7,0.96,82.019,32.844,87.09677,1.11,111.344,78.134,14.4,114.7,87.1,1.9,0.833,64.074,27.139,70.96774,1.078,107.478,77.017,1,13.200000000000001,-27.60000000000001,27.60000000000001,6.799999999999999,0.127,17.945000000000007,5.705000000000002,16.12903,0.03200000000000003,3.8659999999999997,1.1170000000000044
827,2009,Purdue,5,16,32,Washington,4,32,21.8,87.1,108.9,3.9,0.929,71.088,29.523,73.52941,1.045,105.14,76.758,21.4,108.9,87.1,5.0,0.921,81.01,31.603,75.0,1.078,108.142,75.466,1,0.40000000000000213,-21.80000000000001,21.80000000000001,-1.1,0.008000000000000007,-9.922000000000011,-2.080000000000002,-1.4705900000000014,-0.03300000000000014,-3.0019999999999953,1.2920000000000016
828,2009,Marquette,6,32,32,Missouri,3,8,21.6,94.8,116.4,3.4,0.914,52.618,29.86,72.72727,1.125,113.189,75.626,24.3,116.4,94.8,6.1,0.94,42.029,27.671,82.35294,1.116,111.229,78.07,0,-2.6999999999999993,-21.60000000000001,21.60000000000001,-2.6999999999999997,-0.025999999999999912,10.588999999999999,2.189,-9.62567,0.008999999999999897,1.9599999999999937,-2.4439999999999884
829,2009,Maryland,10,32,32,Memphis,2,16,13.3,94.1,107.4,0.1,0.821,71.963,31.613,60.60606,1.026,103.206,77.432,27.6,107.4,94.1,6.9,0.966,77.707,22.225,91.17647,1.086,108.992,78.804,0,-14.3,-13.300000000000011,13.300000000000011,-6.800000000000001,-0.14500000000000002,-5.744,9.387999999999998,-30.570409999999995,-0.06000000000000005,-5.786000000000001,-1.3719999999999999
830,2009,Pittsburgh,1,8,32,Oklahoma St.,8,32,29.4,91.6,121.0,8.6,0.961,58.631,32.564,87.09677,1.159,116.603,76.396,18.6,121.0,91.6,2.7,0.884,70.135,33.197,66.66667,1.111,111.321,75.552,1,10.799999999999997,-29.400000000000006,29.400000000000006,5.8999999999999995,0.07699999999999996,-11.504000000000005,-0.6330000000000027,20.43010000000001,0.04800000000000004,5.2819999999999965,0.8439999999999941
831,2009,Wisconsin,12,32,32,Xavier,4,16,17.9,94.8,112.7,0.3,0.88,78.997,31.289,61.29032,1.077,108.415,77.051,18.9,112.7,94.8,2.8,0.898,31.11,23.091,78.125,1.071,107.589,78.127,0,-1.0,-17.900000000000006,17.900000000000006,-2.5,-0.018000000000000016,47.887,8.198,-16.83468,0.006000000000000005,0.8260000000000076,-1.0759999999999934
832,2009,UCLA,6,32,32,Villanova,3,4,26.6,93.3,119.9,4.5,0.947,79.037,29.438,75.75758,1.154,115.929,77.37,21.4,119.9,93.3,6.0,0.919,64.785,31.499,78.78788,1.098,110.17,77.216,0,5.200000000000003,-26.60000000000001,26.60000000000001,-1.5,0.027999999999999914,14.25200000000001,-2.061,-3.030299999999997,0.05599999999999983,5.759,0.15400000000001057
833,2009,Texas,7,32,32,Duke,2,16,19.0,90.8,109.8,2.6,0.899,72.157,32.491,66.66667,1.062,106.538,76.217,26.2,109.8,90.8,7.8,0.949,93.797,31.839,82.35294,1.118,111.86,77.839,0,-7.199999999999999,-19.0,19.0,-5.199999999999999,-0.04999999999999993,-21.64,0.652000000000001,-15.686270000000007,-0.05600000000000005,-5.322000000000003,-1.6219999999999999
834,2009,North Carolina,1,1,32,LSU,8,32,28.7,93.1,121.8,7.7,0.957,92.496,28.827,87.09677,1.177,117.352,77.126,15.4,121.8,93.1,2.4,0.849,44.729,21.393,78.78788,1.091,108.799,77.882,1,13.299999999999999,-28.700000000000003,28.700000000000003,5.300000000000001,0.10799999999999998,47.766999999999996,7.434000000000001,8.308890000000005,0.08600000000000008,8.552999999999997,-0.7560000000000002
835,2009,Western Kentucky,12,32,32,Gonzaga,4,16,5.9,102.2,108.1,-2.1,0.656,8.322,13.931,74.19355,1.088,109.167,76.444,25.7,108.1,102.2,4.4,0.949,79.37,24.529,83.33333,1.139,114.842,78.527,0,-19.799999999999997,-5.8999999999999915,5.8999999999999915,-6.5,-0.2929999999999999,-71.048,-10.598,-9.139780000000002,-0.050999999999999934,-5.674999999999997,-2.0829999999999984
836,2009,Arizona St.,6,32,32,Syracuse,3,16,24.3,92.9,117.2,4.8,0.935,46.257,32.67,72.72727,1.13,113.584,76.895,22.2,117.2,92.9,5.9,0.921,72.695,35.819,73.52941,1.096,109.274,77.201,0,2.1000000000000014,-24.299999999999997,24.299999999999997,-1.1000000000000005,0.014000000000000012,-26.437999999999995,-3.149000000000001,-0.8021399999999943,0.03399999999999981,4.310000000000002,-0.3059999999999974
837,2009,Michigan,10,32,32,Oklahoma,2,8,14.7,95.8,110.5,0.9,0.838,59.63,34.356,59.375,1.048,105.636,75.941,23.6,110.5,95.8,7.4,0.929,73.817,29.932,84.375,1.139,113.677,77.661,0,-8.900000000000002,-14.700000000000003,14.700000000000003,-6.5,-0.09100000000000008,-14.18699999999999,4.424000000000003,-25.0,-0.09099999999999997,-8.041000000000011,-1.7199999999999989
838,2009,Louisville,1,8,16,Arizona,12,16,25.3,84.6,109.9,8.0,0.953,81.722,31.05,84.84848,1.064,105.801,77.328,16.5,109.9,84.6,0.8,0.853,80.614,33.867,59.375,1.114,111.384,77.277,1,8.8,-25.30000000000001,25.30000000000001,7.2,0.09999999999999998,1.1079999999999899,-2.8169999999999966,25.473479999999995,-0.050000000000000044,-5.582999999999998,0.05100000000000193
839,2009,Kansas,3,16,16,Michigan St.,2,2,23.8,90.6,114.4,5.4,0.936,78.001,30.532,78.125,1.106,110.702,77.107,22.2,114.4,90.6,7.4,0.927,86.671,32.393,81.25,1.079,108.114,77.01,0,1.6000000000000014,-23.80000000000001,23.80000000000001,-2.0,0.009000000000000008,-8.670000000000002,-1.8610000000000007,-3.125,0.027000000000000135,2.587999999999994,0.0969999999999942
