,year,team_1,seed_1,round_1,current_round,team_2,seed_2,round_2,badj_em_1,badj_o_1,badj_d_1,wab_1,barthag_1,talent_1,elite_sos_1,win_percent_1,pppo_1,k_off_1,avg_hgt_1,badj_em_2,badj_o_2,badj_d_2,wab_2,barthag_2,talent_2,elite_sos_2,win_percent_2,pppo_2,k_off_2,avg_hgt_2,winner,badj_em_diff,badj_o_diff,badj_d_diff,wab_diff,barthag_diff,talent_diff,elite_sos_diff,win_percent_diff,pppo_diff,k_off_diff,avg_hgt_diff
262,2018,Texas A&M,7,16,32,North Carolina,2,32,16.7,93.6,110.3,1.9,0.869,82.201,33.417,62.5,1.062,105.931,78.789,24.4,110.3,93.6,7.1,0.93,77.447,39.014,71.42857,1.144,114.305,77.462,1,-7.699999999999999,-16.700000000000003,16.700000000000003,-5.199999999999999,-0.061000000000000054,4.753999999999991,-5.597000000000001,-8.928569999999993,-0.08199999999999985,-8.37400000000001,1.3269999999999982
263,2018,Villanova,1,1,32,Alabama,9,32,32.3,95.4,127.7,10.6,0.966,80.592,32.489,88.23529,1.227,122.829,77.329,12.2,127.7,95.4,-1.1,0.801,73.914,30.311,55.88235,1.03,102.776,78.097,1,20.099999999999998,-32.3,32.3,11.7,0.16499999999999992,6.677999999999997,2.1779999999999973,32.352940000000004,0.19700000000000006,20.052999999999997,-0.7680000000000007
264,2018,West Virginia,5,16,32,Marshall,13,32,23.8,95.3,119.1,4.6,0.929,38.54,33.146,70.58824,1.125,113.004,77.304,4.4,119.1,95.3,-2.5,0.618,2.18,16.115,69.69697,1.088,108.999,76.631,1,19.4,-23.799999999999997,23.799999999999997,7.1,0.31100000000000005,36.36,17.031000000000002,0.8912700000000058,0.03699999999999992,4.00500000000001,0.6730000000000018
265,2018,Florida,6,32,32,Texas Tech,3,8,20.8,95.2,116.0,1.4,0.907,69.428,31.853,62.5,1.102,109.73,76.89,21.8,116.0,95.2,4.7,0.922,36.705,31.897,72.72727,1.093,109.214,77.621,0,-1.0,-20.799999999999997,20.799999999999997,-3.3000000000000003,-0.015000000000000013,32.723,-0.04399999999999693,-10.227270000000004,0.009000000000000119,0.5160000000000053,-0.7309999999999945
266,2018,Butler,10,32,32,Purdue,2,16,19.9,95.5,115.4,1.7,0.898,52.743,35.194,60.60606,1.108,110.897,76.655,29.2,115.4,95.5,7.6,0.957,59.458,30.493,82.35294,1.186,118.518,77.695,0,-9.3,-19.900000000000006,19.900000000000006,-5.8999999999999995,-0.05899999999999994,-6.714999999999996,4.701000000000004,-21.746880000000004,-0.07799999999999985,-7.620999999999995,-1.039999999999992
267,2018,Kansas,1,4,32,Seton Hall,8,32,26.0,95.7,121.7,8.2,0.941,80.44,34.024,79.41176,1.162,116.004,77.704,19.1,121.7,95.7,2.5,0.887,61.137,32.678,65.625,1.105,110.561,78.034,1,6.899999999999999,-26.0,26.0,5.699999999999999,0.05399999999999994,19.302999999999997,1.3460000000000036,13.786760000000001,0.05699999999999994,5.442999999999998,-0.3300000000000125
268,2018,Clemson,5,16,32,Auburn,4,32,17.9,93.7,111.6,4.0,0.882,54.866,31.364,71.875,1.083,108.129,77.357,19.9,111.6,93.7,4.3,0.895,58.941,25.991,78.125,1.135,113.46,75.841,1,-2.0,-17.89999999999999,17.89999999999999,-0.2999999999999998,-0.013000000000000012,-4.075000000000003,5.373000000000001,-6.25,-0.052000000000000046,-5.330999999999989,1.5160000000000053
269,2018,Syracuse,11,16,32,Michigan St.,3,32,13.3,93.0,106.3,-0.4,0.823,81.271,29.15,60.60606,1.03,103.016,80.1,25.7,106.3,93.0,8.0,0.942,84.499,27.212,87.87879,1.182,117.987,77.332,1,-12.399999999999999,-13.299999999999997,13.299999999999997,-8.4,-0.119,-3.2279999999999944,1.9379999999999988,-27.272729999999996,-0.1519999999999999,-14.97099999999999,2.7680000000000007
270,2018,Rhode Island,7,32,32,Duke,2,8,13.7,96.5,110.2,1.6,0.822,56.579,19.269,78.125,1.097,109.867,75.66,29.3,110.2,96.5,6.6,0.958,92.943,31.36,78.78788,1.188,118.705,79.097,0,-15.600000000000001,-13.700000000000003,13.700000000000003,-5.0,-0.136,-36.364,-12.091000000000001,-0.6628800000000012,-0.09099999999999997,-8.837999999999994,-3.4369999999999976
271,2018,Kansas St.,9,8,16,Kentucky,5,16,16.5,95.8,112.3,2.6,0.862,47.73,31.68,66.66667,1.082,108.258,77.082,19.4,112.3,95.8,4.3,0.893,95.962,31.972,70.58824,1.096,109.59,78.862,1,-2.8999999999999986,-16.5,16.5,-1.6999999999999997,-0.031000000000000028,-48.232000000000006,-0.2920000000000016,-3.9215700000000027,-0.014000000000000012,-1.3320000000000078,-1.7800000000000011
272,2018,Loyola Chicago,11,4,16,Nevada,7,16,12.2,96.8,109.0,2.0,0.797,16.801,14.914,84.375,1.088,108.717,76.466,16.5,109.0,96.8,2.5,0.85,57.081,19.663,79.41176,1.161,116.286,78.302,1,-4.300000000000001,-12.200000000000003,12.200000000000003,-0.5,-0.052999999999999936,-40.28,-4.7490000000000006,4.963239999999999,-0.07299999999999995,-7.569000000000003,-1.8360000000000127
273,2018,Florida St.,9,8,16,Gonzaga,4,16,16.1,98.4,114.5,1.0,0.851,59.86,29.762,64.51613,1.11,110.767,78.496,23.1,114.5,98.4,4.9,0.924,73.63,19.117,88.23529,1.199,120.03,78.446,1,-7.0,-16.099999999999994,16.099999999999994,-3.9000000000000004,-0.07300000000000006,-13.769999999999996,10.645,-23.719160000000002,-0.08899999999999997,-9.263000000000005,0.04999999999999716
274,2018,Michigan,3,2,16,Texas A&M,7,16,21.8,92.5,114.3,6.9,0.919,56.368,32.027,79.41176,1.114,111.172,77.771,16.7,114.3,92.5,1.9,0.869,82.201,33.417,62.5,1.062,105.931,78.789,1,5.100000000000001,-21.799999999999997,21.799999999999997,5.0,0.050000000000000044,-25.83299999999999,-1.3900000000000006,16.91176,0.052000000000000046,5.241,-1.0180000000000007
275,2018,Villanova,1,1,16,West Virginia,5,16,32.3,95.4,127.7,10.6,0.966,80.592,32.489,88.23529,1.227,122.829,77.329,23.8,127.7,95.4,4.6,0.929,38.54,33.146,70.58824,1.125,113.004,77.304,1,8.499999999999996,-32.3,32.3,6.0,0.03699999999999992,42.052,-0.6570000000000036,17.647050000000007,0.10200000000000009,9.824999999999989,0.024999999999991473
276,2018,Texas Tech,3,8,16,Purdue,2,16,21.8,91.1,112.9,4.7,0.922,36.705,31.897,72.72727,1.093,109.214,77.621,29.2,112.9,91.1,7.6,0.957,59.458,30.493,82.35294,1.186,118.518,77.695,1,-7.399999999999999,-21.80000000000001,21.80000000000001,-2.8999999999999995,-0.03499999999999992,-22.753,1.404,-9.62567,-0.09299999999999997,-9.304000000000002,-0.07399999999999807
277,2018,Kansas,1,4,16,Clemson,5,16,26.0,95.7,121.7,8.2,0.941,80.44,34.024,79.41176,1.162,116.004,77.704,17.9,121.7,95.7,4.0,0.882,54.866,31.364,71.875,1.083,108.129,77.357,1,8.100000000000001,-26.0,26.0,4.199999999999999,0.05899999999999994,25.573999999999998,2.66,7.536760000000001,0.07899999999999996,7.875,0.3469999999999942
278,2018,Syracuse,11,16,16,Duke,2,8,13.3,93.0,106.3,-0.4,0.823,81.271,29.15,60.60606,1.03,103.016,80.1,29.3,106.3,93.0,6.6,0.958,92.943,31.36,78.78788,1.188,118.705,79.097,0,-16.0,-13.299999999999997,13.299999999999997,-7.0,-0.135,-11.671999999999997,-2.210000000000001,-18.181820000000002,-0.15799999999999992,-15.688999999999993,1.0030000000000001
279,2018,Kansas St.,9,8,8,Loyola Chicago,11,4,16.5,95.8,112.3,2.6,0.862,47.73,31.68,66.66667,1.082,108.258,77.082,12.2,112.3,95.8,2.0,0.797,16.801,14.914,84.375,1.088,108.717,76.466,0,4.300000000000001,-16.5,16.5,0.6000000000000001,0.06499999999999995,30.929,16.766,-17.708330000000004,-0.006000000000000005,-0.4590000000000032,0.6159999999999997
280,2018,Florida St.,9,8,8,Michigan,3,2,16.1,98.4,114.5,1.0,0.851,59.86,29.762,64.51613,1.11,110.767,78.496,21.8,114.5,98.4,6.9,0.919,56.368,32.027,79.41176,1.114,111.172,77.771,0,-5.699999999999999,-16.099999999999994,16.099999999999994,-5.9,-0.06800000000000006,3.4919999999999973,-2.2650000000000006,-14.895629999999997,-0.0040000000000000036,-0.40500000000000114,0.7249999999999943
281,2018,Villanova,1,1,8,Texas Tech,3,8,32.3,95.4,127.7,10.6,0.966,80.592,32.489,88.23529,1.227,122.829,77.329,21.8,127.7,95.4,4.7,0.922,36.705,31.897,72.72727,1.093,109.214,77.621,1,10.499999999999996,-32.3,32.3,5.8999999999999995,0.04399999999999993,43.887,0.5919999999999987,15.508020000000002,0.13400000000000012,13.614999999999995,-0.2920000000000016
282,2018,Kansas,1,4,8,Duke,2,8,26.0,95.7,121.7,8.2,0.941,80.44,34.024,79.41176,1.162,116.004,77.704,29.3,121.7,95.7,6.6,0.958,92.943,31.36,78.78788,1.188,118.705,79.097,1,-3.3000000000000007,-26.0,26.0,1.5999999999999996,-0.017000000000000015,-12.503,2.6640000000000015,0.6238799999999998,-0.026000000000000023,-2.7009999999999934,-1.3930000000000007
283,2018,Loyola Chicago,11,4,4,Michigan,3,2,12.2,96.8,109.0,2.0,0.797,16.801,14.914,84.375,1.088,108.717,76.466,21.8,109.0,96.8,6.9,0.919,56.368,32.027,79.41176,1.114,111.172,77.771,0,-9.600000000000001,-12.200000000000003,12.200000000000003,-4.9,-0.122,-39.56700000000001,-17.113,4.963239999999999,-0.026000000000000023,-2.4549999999999983,-1.3050000000000068
284,2018,Villanova,1,1,4,Kansas,1,4,32.3,95.4,127.7,10.6,0.966,80.592,32.489,88.23529,1.227,122.829,77.329,26.0,127.7,95.4,8.2,0.941,80.44,34.024,79.41176,1.162,116.004,77.704,1,6.299999999999997,-32.3,32.3,2.4000000000000004,0.025000000000000022,0.15200000000000102,-1.5350000000000037,8.823530000000005,0.06500000000000017,6.824999999999989,-0.375
285,2018,Michigan,3,2,2,Villanova,1,1,21.8,92.5,114.3,6.9,0.919,56.368,32.027,79.41176,1.114,111.172,77.771,32.3,114.3,92.5,10.6,0.966,80.592,32.489,88.23529,1.227,122.829,77.329,0,-10.499999999999996,-21.799999999999997,21.799999999999997,-3.6999999999999993,-0.04699999999999993,-24.223999999999997,-0.4619999999999962,-8.823530000000005,-0.11299999999999999,-11.656999999999996,0.4420000000000073
286,2017,Villanova,1,32,64,Mount St. Mary's,16,64,30.0,92.2,122.2,11.1,0.962,75.837,30.578,91.17647,1.18,117.917,77.636,-3.4,122.2,92.2,-7.9,0.403,4.25,15.979,55.88235,0.992,99.3625,74.935,1,33.4,-30.0,30.0,19.0,0.5589999999999999,71.587,14.599,35.29411999999999,0.18799999999999994,18.554500000000004,2.7009999999999934
287,2017,Wisconsin,8,16,64,Virginia Tech,9,64,22.0,91.5,113.5,5.1,0.923,56.744,31.468,73.52941,1.102,110.209,77.532,15.0,113.5,91.5,3.3,0.83,67.076,32.173,68.75,1.125,112.502,76.574,1,7.0,-22.0,22.0,1.7999999999999998,0.09300000000000008,-10.331999999999994,-0.7050000000000018,4.779409999999999,-0.02299999999999991,-2.292999999999992,0.9579999999999984
288,2017,Virginia,5,32,64,UNC Wilmington,12,64,27.4,86.7,114.1,5.0,0.959,71.089,35.989,68.75,1.091,109.116,77.405,12.5,114.1,86.7,1.5,0.786,5.2,13.569,84.375,1.18,118.069,75.533,1,14.899999999999999,-27.39999999999999,27.39999999999999,3.5,0.17299999999999993,65.889,22.419999999999995,-15.625,-0.08899999999999997,-8.953000000000003,1.8719999999999999
289,2017,Florida,4,8,64,East Tennessee St.,13,64,26.4,89.3,115.7,6.3,0.952,70.37,33.955,75.0,1.102,109.917,77.266,10.1,115.7,89.3,-0.7,0.758,10.643,13.051,78.125,1.1,109.91,76.657,1,16.299999999999997,-26.400000000000006,26.400000000000006,7.0,0.19399999999999995,59.727000000000004,20.903999999999996,-3.125,0.0020000000000000018,0.007000000000005002,0.6090000000000089
290,2017,SMU,6,64,64,USC,11,32,25.1,93.7,118.8,6.4,0.939,64.748,22.062,88.23529,1.167,116.641,78.474,11.6,118.8,93.7,1.3,0.78,81.237,23.057,72.72727,1.107,110.855,78.071,0,13.500000000000002,-25.099999999999994,25.099999999999994,5.1000000000000005,0.15899999999999992,-16.48899999999999,-0.9949999999999974,15.508020000000002,0.06000000000000005,5.786000000000001,0.4030000000000058
291,2017,Baylor,3,16,64,New Mexico St.,14,64,23.5,92.5,116.0,7.9,0.931,43.215,37.002,77.41935,1.106,110.829,77.785,7.2,116.0,92.5,-0.3,0.687,1.948,10.347,83.33333,1.11,110.733,76.628,1,16.3,-23.5,23.5,8.200000000000001,0.244,41.267,26.655,-5.913980000000009,-0.0040000000000000036,0.09599999999998943,1.1569999999999965
292,2017,South Carolina,7,4,64,Marquette,10,64,16.9,88.3,105.2,1.7,0.882,50.958,27.468,67.74194,1.009,101.278,77.096,19.8,105.2,88.3,0.6,0.886,76.631,30.575,61.29032,1.157,115.653,76.594,1,-2.900000000000002,-16.900000000000006,16.900000000000006,1.1,-0.0040000000000000036,-25.673000000000002,-3.1069999999999993,6.451619999999998,-0.14800000000000013,-14.375,0.5020000000000095
293,2017,Duke,2,32,64,Troy,15,64,26.2,94.9,121.1,8.6,0.943,94.782,37.527,77.14286,1.157,115.574,78.431,1.8,121.1,94.9,-8.1,0.548,10.042,11.532,58.82353,1.092,109.346,76.391,1,24.4,-26.19999999999999,26.19999999999999,16.7,0.3949999999999999,84.74,25.995,18.31933,0.06499999999999995,6.227999999999994,2.039999999999992
294,2017,Gonzaga,1,2,64,South Dakota St.,16,64,31.8,88.0,119.8,7.7,0.972,68.782,19.459,96.9697,1.193,119.293,78.513,-3.1,119.8,88.0,-9.8,0.42,6.456,13.118,50.0,1.101,110.093,77.531,1,34.9,-31.799999999999997,31.799999999999997,17.5,0.552,62.32599999999999,6.340999999999999,46.9697,0.09200000000000008,9.200000000000003,0.9819999999999993
295,2017,Northwestern,8,32,64,Vanderbilt,9,64,16.4,94.7,111.1,2.0,0.863,54.109,28.272,67.64706,1.072,107.189,77.838,17.6,111.1,94.7,0.1,0.876,53.364,33.443,55.88235,1.057,105.957,78.27,1,-1.2000000000000028,-16.39999999999999,16.39999999999999,1.9,-0.013000000000000012,0.7450000000000045,-5.170999999999999,11.764709999999994,0.015000000000000124,1.2319999999999993,-0.43200000000000216
296,2017,Notre Dame,5,32,64,Princeton,12,64,23.1,96.4,119.5,5.9,0.922,65.922,34.028,73.52941,1.146,114.424,77.4,11.5,119.5,96.4,-0.4,0.785,8.705,13.417,78.57143,1.09,109.696,76.812,1,11.600000000000001,-23.099999999999994,23.099999999999994,6.300000000000001,0.137,57.217,20.610999999999997,-5.042020000000008,0.05599999999999983,4.728000000000009,0.5880000000000081
297,2017,West Virginia,4,16,64,Bucknell,13,64,26.3,89.8,116.1,6.4,0.951,43.642,32.564,76.47059,1.127,112.338,77.619,7.9,116.1,89.8,-2.1,0.706,0.2,12.194,76.47059,1.081,108.236,76.237,1,18.4,-26.299999999999997,26.299999999999997,8.5,0.245,43.442,20.369999999999997,0.0,0.04600000000000004,4.10199999999999,1.382000000000005
298,2017,Maryland,6,64,64,Xavier,11,8,15.6,97.4,113.0,3.7,0.847,72.827,27.505,74.19355,1.079,108.151,77.287,17.2,113.0,97.4,1.6,0.867,61.847,32.401,61.76471,1.087,108.762,78.488,0,-1.5999999999999996,-15.599999999999994,15.599999999999994,2.1,-0.020000000000000018,10.979999999999997,-4.896000000000004,12.428840000000001,-0.008000000000000007,-0.6110000000000042,-1.2009999999999934
299,2017,Florida St.,3,32,64,Florida Gulf Coast,14,64,21.7,94.3,116.0,5.9,0.915,70.581,32.378,75.75758,1.139,113.774,79.168,4.6,116.0,94.3,-1.7,0.622,28.624,12.991,76.66667,1.119,111.909,76.896,1,17.1,-21.700000000000003,21.700000000000003,7.6000000000000005,0.29300000000000004,41.95700000000001,19.387,-0.909089999999992,0.020000000000000018,1.8649999999999949,2.2720000000000056
300,2017,Saint Mary's,7,32,64,VCU,10,64,24.1,94.2,118.3,3.9,0.932,24.566,18.282,87.5,1.184,118.452,77.576,12.1,118.3,94.2,1.3,0.797,42.055,18.914,76.47059,1.069,106.826,76.401,1,12.000000000000002,-24.099999999999994,24.099999999999994,2.5999999999999996,0.135,-17.489,-0.6320000000000014,11.029409999999999,0.11499999999999999,11.626000000000005,1.1749999999999972
301,2017,Arizona,2,16,64,North Dakota,15,64,22.0,94.3,116.3,7.9,0.918,71.921,25.711,88.23529,1.133,113.069,78.741,-0.5,116.3,94.3,-5.3,0.486,0.2,8.396,67.85714,1.065,106.471,76.538,1,22.5,-22.0,22.0,13.2,0.43200000000000005,71.721,17.314999999999998,20.378150000000005,0.06800000000000006,6.597999999999999,2.203000000000003
302,2017,Kansas,1,8,64,UC Davis,16,64,26.0,94.4,120.4,11.0,0.943,75.629,35.994,87.5,1.144,114.544,77.174,-3.1,120.4,94.4,-7.5,0.411,5.789,9.044,62.5,0.986,98.5122,75.769,1,29.1,-26.0,26.0,18.5,0.532,69.84,26.95,25.0,0.15799999999999992,16.03179999999999,1.4050000000000011
303,2017,Miami FL,8,64,64,Michigan St.,9,32,18.4,92.3,110.7,2.9,0.89,74.813,33.96,65.625,1.067,106.563,78.107,15.1,110.7,92.3,0.4,0.846,70.413,33.378,57.57576,1.047,104.856,75.953,0,3.299999999999999,-18.400000000000006,18.400000000000006,2.5,0.04400000000000004,4.400000000000006,0.5820000000000007,8.049239999999998,0.020000000000000018,1.7070000000000078,2.1539999999999964
304,2017,Iowa St.,5,32,64,Nevada,12,64,22.5,95.6,118.1,6.5,0.919,54.193,39.139,69.69697,1.125,112.325,76.814,12.4,118.1,95.6,1.7,0.791,31.488,15.312,82.35294,1.123,112.28,77.499,1,10.1,-22.5,22.5,4.8,0.128,22.705,23.827000000000005,-12.65597000000001,0.0020000000000000018,0.045000000000001705,-0.6850000000000023
305,2017,Purdue,4,16,64,Vermont,13,64,23.8,92.3,116.1,5.6,0.933,67.524,29.59,78.125,1.13,112.965,76.997,10.9,116.1,92.3,0.7,0.77,6.681,12.311,84.84848,1.125,112.739,76.783,1,12.9,-23.799999999999997,23.799999999999997,4.8999999999999995,0.16300000000000003,60.843,17.279,-6.723479999999995,0.004999999999999893,0.2259999999999991,0.21399999999999864
306,2017,Creighton,6,64,64,Rhode Island,11,32,20.3,95.3,115.6,4.3,0.902,45.608,29.959,72.72727,1.124,112.19,77.288,15.3,115.6,95.3,0.4,0.848,64.496,20.094,72.72727,1.086,108.7,77.065,0,5.0,-20.299999999999997,20.299999999999997,3.9,0.05400000000000005,-18.887999999999998,9.864999999999998,0.0,0.038000000000000034,3.489999999999995,0.22299999999999898
307,2017,Oregon,3,4,64,Iona,14,64,22.3,93.7,116.0,6.0,0.921,56.758,23.71,84.84848,1.139,113.722,77.427,3.4,116.0,93.7,-5.8,0.59,19.851,12.569,64.70588,1.1,110.079,76.03,1,18.900000000000002,-22.299999999999997,22.299999999999997,11.8,0.33100000000000007,36.907000000000004,11.141,20.1426,0.038999999999999924,3.6430000000000007,1.3970000000000056
308,2017,Michigan,7,16,64,Oklahoma St.,10,64,23.7,97.9,121.6,3.8,0.924,64.639,31.879,68.57143,1.162,116.209,78.154,23.7,121.6,97.9,3.3,0.918,54.425,38.667,61.29032,1.172,116.954,76.346,1,0.0,-23.69999999999999,23.69999999999999,0.5,0.006000000000000005,10.213999999999999,-6.788,7.281110000000005,-0.010000000000000009,-0.7449999999999903,1.8079999999999927
309,2017,Louisville,2,32,64,Jacksonville St.,15,64,26.5,89.7,116.2,6.9,0.952,71.596,35.79,75.0,1.117,111.775,78.3,-0.9,116.2,89.7,-8.1,0.475,4.175,12.694,56.25,1.054,105.63,76.709,1,27.4,-26.5,26.5,15.0,0.477,67.421,23.095999999999997,18.75,0.06299999999999994,6.14500000000001,1.590999999999994
310,2017,North Carolina,1,1,64,Texas Southern,16,64,27.9,93.1,121.0,8.3,0.953,88.126,35.516,78.78788,1.165,116.337,77.937,-4.9,121.0,93.1,-4.4,0.368,5.421,15.142,67.64706,1.063,106.57,74.36,1,32.8,-27.900000000000006,27.900000000000006,12.700000000000001,0.585,82.705,20.374,11.140820000000005,0.10200000000000009,9.76700000000001,3.576999999999998
311,2017,Arkansas,8,32,64,Seton Hall,9,64,14.3,101.1,115.4,3.9,0.821,36.848,28.939,73.52941,1.116,111.441,76.937,12.8,115.4,101.1,2.7,0.809,55.205,32.687,65.625,1.052,104.876,77.608,1,1.5,-14.300000000000011,14.300000000000011,1.1999999999999997,0.0119999999999999,-18.357,-3.7479999999999976,7.904409999999999,0.06400000000000006,6.564999999999998,-0.6710000000000065
312,2017,Minnesota,5,64,64,Middle Tennessee,12,32,16.5,91.8,108.3,3.7,0.87,59.566,28.647,72.72727,1.045,104.14,78.278,14.1,108.3,91.8,2.0,0.828,17.718,12.053,87.87879,1.118,111.884,76.761,0,2.4000000000000004,-16.5,16.5,1.7000000000000002,0.04200000000000004,41.848,16.593999999999998,-15.15151999999999,-0.07300000000000018,-7.744,1.5170000000000101
313,2017,Butler,4,16,64,Winthrop,13,64,20.5,97.0,117.5,5.5,0.901,48.146,32.565,74.19355,1.131,112.888,76.445,3.7,117.5,97.0,-1.8,0.601,5.374,9.847,80.0,1.086,108.867,74.895,1,16.8,-20.5,20.5,7.3,0.30000000000000004,42.772,22.717999999999996,-5.806449999999998,0.04499999999999993,4.021000000000001,1.5499999999999972
314,2017,Cincinnati,6,32,64,Kansas St.,11,64,22.4,91.2,113.6,5.6,0.926,72.275,23.092,85.29412,1.131,112.406,77.674,18.2,113.6,91.2,1.7,0.886,45.961,34.368,60.60606,1.057,105.897,77.426,1,4.199999999999999,-22.39999999999999,22.39999999999999,3.8999999999999995,0.040000000000000036,26.314000000000007,-11.276000000000003,24.688060000000007,0.07400000000000007,6.509,0.24800000000000466
315,2017,UCLA,3,16,64,Kent St.,14,64,22.5,99.2,121.7,6.7,0.913,77.967,23.941,87.87879,1.208,120.722,78.441,1.3,121.7,99.2,-7.2,0.536,14.694,11.162,61.76471,1.059,105.728,76.15,1,21.2,-22.5,22.5,13.9,0.377,63.272999999999996,12.778999999999998,26.114079999999994,0.14900000000000002,14.994,2.290999999999997
316,2017,Dayton,7,64,64,Wichita St.,10,32,14.0,96.5,110.5,1.5,0.826,40.751,19.632,76.66667,1.091,109.246,76.592,24.1,110.5,96.5,4.1,0.934,40.472,17.09,87.87879,1.177,117.578,77.722,0,-10.100000000000001,-14.0,14.0,-2.5999999999999996,-0.1080000000000001,0.27899999999999636,2.5420000000000016,-11.212119999999999,-0.08600000000000008,-8.332000000000008,-1.1299999999999955
317,2017,Kentucky,2,8,64,Northern Kentucky,15,64,27.7,91.5,119.2,9.0,0.954,86.539,30.841,85.29412,1.144,114.251,77.433,1.3,119.2,91.5,-4.9,0.536,10.36,10.902,68.75,1.068,106.891,76.687,1,26.4,-27.700000000000003,27.700000000000003,13.9,0.4179999999999999,76.179,19.939,16.544120000000007,0.07599999999999985,7.359999999999999,0.7460000000000093
318,2017,Villanova,1,32,32,Wisconsin,8,16,30.0,92.2,122.2,11.1,0.962,75.837,30.578,91.17647,1.18,117.917,77.636,22.0,122.2,92.2,5.1,0.923,56.744,31.468,73.52941,1.102,110.209,77.532,0,8.0,-30.0,30.0,6.0,0.038999999999999924,19.093000000000004,-0.8900000000000006,17.647059999999996,0.07799999999999985,7.707999999999998,0.1039999999999992
319,2017,Virginia,5,32,32,Florida,4,8,27.4,86.7,114.1,5.0,0.959,71.089,35.989,68.75,1.091,109.116,77.405,26.4,114.1,86.7,6.3,0.952,70.37,33.955,75.0,1.102,109.917,77.266,0,1.0,-27.39999999999999,27.39999999999999,-1.2999999999999998,0.007000000000000006,0.7189999999999941,2.033999999999999,-6.25,-0.01100000000000012,-0.8010000000000019,0.1389999999999958
320,2017,USC,11,32,32,Baylor,3,16,11.6,99.6,111.2,1.3,0.78,81.237,23.057,72.72727,1.107,110.855,78.071,23.5,111.2,99.6,7.9,0.931,43.215,37.002,77.41935,1.106,110.829,77.785,0,-11.9,-11.600000000000009,11.600000000000009,-6.6000000000000005,-0.15100000000000002,38.02199999999999,-13.945000000000004,-4.69207999999999,0.0009999999999998899,0.02600000000001046,0.28600000000000136
321,2017,South Carolina,7,4,32,Duke,2,32,16.9,88.3,105.2,1.7,0.882,50.958,27.468,67.74194,1.009,101.278,77.096,26.2,105.2,88.3,8.6,0.943,94.782,37.527,77.14286,1.157,115.574,78.431,1,-9.3,-16.900000000000006,16.900000000000006,-6.8999999999999995,-0.06099999999999994,-43.824,-10.059000000000001,-9.40092,-0.14800000000000013,-14.295999999999992,-1.3349999999999937
